napcs_code,bea_2017_commodity,weight,resolution,napcs_description
2037075000,332320,1.0,NAICS_2012_Code,"Manufacturing of overhead, sliding, swing, and all other commercial and institutional iron and steel doors (excluding shower doors, tub enclosures, and storm doors)"
2037100000,332320,1.0,NAICS_2012_Code,"Manufacturing of aluminum and steel door frames, including trim sold as an integral part of the door frame (excluding storm door frames)"
2037125000,332320,1.0,NAICS_2012_Code,"Manufacturing of shower doors and tub enclosures (all metals), and other metal doors not made of aluminum or steel"
2037150000,332320,1.0,NAICS_2012_Code,"Manufacturing of all other metal window awning, skylights, sash, and frames, including jalousie, single- and double-hung frames (excluding storm sash)"
2037175000,332320,1.0,NAICS_2012_Code,"Manufacturing of all other metal molding, trim, store fronts and curtain walls (including combination of metal)"
2037200000,332320,1.0,NAICS_2012_Code,"Manufacturing of metal combination screen, storm sash, and storm doors"
2037225000,332320,1.0,NAICS_2012_Code,Manufacturing of metal window and door screens (excluding combination) and metal weather strip
2037250000,332320,1.0,NAICS_2012_Code,"Manufacturing of steel and aluminum sheet metal awnings, canopies, carports,  patios, cornices, domes, copings, soffits, fascia, and shutters"
2037275000,327200,1.0,NAICS_2012_Code,Manufacturing of specialized glass for windows and doors
2037275003,327200,1.0,NAICS_2012_Code,Manufacturing of rolled and wire glass
2037275006,327200,1.0,NAICS_2012_Code,Manufacturing of tempered glass for construction and architectural purposes
2037275009,327200,1.0,NAICS_2012_Code,"Manufacturing of tempered glass for appliances and other uses, excluding for construction, architectural, and automotive purposes"
2037275012,327200,1.0,NAICS_2012_Code,"Manufacturing of other glass products (including laminated, multi-glazed and sealed insulating glass units, bent, enameled, stained, leaded, faceted, and colored slabs)"
2037300000,327400,1.0,NAICS_2012_Code,Manufacturing of gypsum plaster building boards and lath
2037325000,327400,1.0,NAICS_2012_Code,Manufacturing of gypsum building plasters
2037350000,327400,1.0,NAICS_2012_Code,"Manufacturing of moldings, ornamental and architectural plaster work"
2037375000,337215,1.0,NAICS_2012_Code,"Manufacturing of partitions, movable (excluding freestanding), prefabricated, assembled and knock-down, excluding office partitions"
2037375003,337215,1.0,NAICS_2012_Code,"Manufacturing of partitions (excluding custom), wood, prefabricated, assembled and knock-down"
2037375006,337215,1.0,NAICS_2012_Code,"Manufacturing of partitions, toilet, prefabricated, assembled and knock-down, excluding wood"
2037375009,337215,1.0,NAICS_2012_Code,"Manufacturing of partitions, movable (excluding freestanding), prefabricated, assembled and knock-down, excluding wood"
2037400000,327400,1.0,NAICS_2012_Code,Manufacturing of other gypsum products
2037400003,327400,1.0,NAICS_2012_Code,Manufacturing of other calcined gypsum products
2037400006,327400,1.0,NAICS_2012_Code,Manufacturing of gypsum industrial plasters
2037525000,332320,1.0,NAICS_2012_Code,Manufacturing of fabricated sheet metal flooring
2037550000,332320,1.0,NAICS_2012_Code,"Manufacturing of open iron, steel, and aluminum flooring, grating, and studs for building construction"
2037575000,321910,1.0,NAICS_2012_Code,"Manufacturing of softwood flooring, edge worked (tongued, grooved, rabbeted, etc.)"
2037600000,321910,1.0,NAICS_2012_Code,Manufacturing of oak and maple hardwood flooring
2037625000,321910,1.0,NAICS_2012_Code,Manufacturing of glued laminated hardwood truck trailer flooring and railroad car decking
2037650000,326190,1.0,NAICS_2012_Code,"Manufacturing of plastics wall and counter coverings, including wall and ceiling tile (excluding acoustical insulation ceiling tiles and foam and reinforced plastics)"
2037675000,326190,1.0,NAICS_2007_Code,Manufacturing of resilient floor coverings
2037675003,326190,1.0,NAICS_2007_Code,"Manufacturing of resilient floor covering, sheet flooring, including vinyl and rubber"
2037675006,326190,1.0,NAICS_2007_Code,"Manufacturing of resilient floor covering, tile, including vinyl, vinyl composition, plain- and adhesive-backed, no-wax, rubber, etc."
2037700000,326290,1.0,NAICS_2012_Code,"Manufacturing of rubber floormats, excluding automotive"
2037700003,326290,1.0,NAICS_2012_Code,"Manufacturing of rubber floormats, matting, and stair treads, in rolls"
2037700006,326290,1.0,NAICS_2012_Code,"Manufacturing of individual rubber floormats and matting (including stair treads), excluding automotive"
2037700009,326290,1.0,NAICS_2012_Code,"Manufacturing of other rubber floor and wall coverings (including cove base, wainscoting, etc)"
2037725000,314110,1.0,NAICS_2012_Code,"Manufacturing of carpet and rugs, woven only or woven and finished"
2037750000,314110,1.0,NAICS_2012_Code,"Manufacturing of carpet and rugs, tufted"
2037750003,314110,1.0,NAICS_2012_Code,"Manufacturing of washable scatter rugs, bathmats, and sets (6 by 9 foot and smaller), tufted only or tufted and finished"
2037750006,314110,1.0,NAICS_2012_Code,"Manufacturing of hard-backed nonwashable accent and area rugs (6 by 9 foot and smaller), tufted only or tufted and finished"
2037750009,314110,1.0,NAICS_2012_Code,"Manufacturing of room-size rugs (larger than 6 by 9 foot), tufted only or tufted and finished"
2037750012,314110,1.0,NAICS_2012_Code,"Manufacturing of roll carpet and rug goods (6 foot and larger excluding artificial grass), tufted only or tufted and finished"
2037750015,314110,1.0,NAICS_2012_Code,"Manufacturing of artificial grass for nonathletic surfaces, carpet and rugs, tufted only or tufted and finished"
2037750018,314110,1.0,NAICS_2012_Code,"Manufacturing of automobile and aircraft carpet and rugs, tufted only or tufted and finished"
2037750021,314110,1.0,NAICS_2012_Code,"Manufacturing of modular carpet and rug tile, tufted only or tufted and finished"
2037750024,314110,1.0,NAICS_2012_Code,"Manufacturing of tufted carpet and rugs, finishing only"
2037775000,314900,1.0,NAICS_2012_Code,"Manufacturing of fabricated carpet and rugs (cut, sewn, and/or bound only)"
2037775003,314900,1.0,NAICS_2012_Code,"Manufacturing of fabricated carpet and rugs, except fabricated carpet tiles"
2037775006,314900,1.0,NAICS_2012_Code,"Manufacturing of fabricated carpet tiles, tufted and needle punched"
2037825000,314110,1.0,NAICS_2012_Code,"Manufacturing of other carpet, rugs, and mats"
2037850000,326290,1.0,NAICS_2012_Code,Manufacturing of latex foam and chemically blown open cell rubber sponge for carpet and rug cushions
2037875000,326150,1.0,NAICS_2012_Code,"Manufacturing of polyurethane foam carpet underlay, carpet and rug cushions"
2037875003,326150,1.0,NAICS_2012_Code,"Manufacturing of polyurethane foam carpet underlay, carpet and rug cushions, prime"
2037875006,326150,1.0,NAICS_2012_Code,"Manufacturing of polyurethane foam carpet underlay, carpet and rug cushions, bonded"
2037900000,313200,1.0,NAICS_2012_Code,"Manufacturing of punched or needled felts (including stitch bonded and carpet and rug linings and cushions), hair and/or jute, excluding hats"
2037925000,322220,1.0,NAICS_2007_Code,"Manufacturing of wallcoverings, paper-coated, fabric-coated, or laminated, including scenic and panel decorations"
2037950000,337110,1.0,NAICS_2012_Code,"Manufacturing of wood kitchen cabinets and related cabinetwork, stock line, for permanent installation"
2037975000,337110,1.0,NAICS_2012_Code,"Manufacturing of wood custom kitchen cabinets and related cabinetwork for permanent installation, excluding those sold directly to the customer at retail"
2038000000,337110,1.0,NAICS_2012_Code,"Manufacturing of wood kitchen cabinet and counter tops, wood and plastics laminated"
2038025000,337110,1.0,NAICS_2012_Code,"Manufacturing of bathroom vanities and related cabinetwork for permanent installation, excluding those sold directly to the customer at retail"
2038050000,337110,1.0,NAICS_2012_Code,"Manufacturing of wood bathroom vanity tops, wood and plastics laminated"
2038075000,337110,1.0,NAICS_2012_Code,"Manufacturing of wood kitchen cabinets, bathroom vanities, and related cabinetwork, custom, for permanent installation, sold directly to the customer at retail"
2038100000,326120,1.0,NAICS_2012_Code,"Manufacturing of plastics drain, waste, and vent pipe"
2038100003,326120,1.0,NAICS_2012_Code,"Manufacturing of plastics drain, waste, and vent pipe, PVC"
2038100006,326120,1.0,NAICS_2012_Code,"Manufacturing of plastics drain, waste, and vent pipe, ABS"
2038100009,326120,1.0,NAICS_2012_Code,"Manufacturing of plastics drain, waste, and vent pipe, other"
2038125000,326120,1.0,NAICS_2012_Code,Manufacturing of plastics water pipe
2038125003,326120,1.0,NAICS_2012_Code,"Manufacturing of plastics water pipe, PVC (pressure pipe) Schedule 40"
2038125006,326120,1.0,NAICS_2012_Code,"Manufacturing of plastics water pipe, CPVC CTS"
2038125009,326120,1.0,NAICS_2012_Code,"Manufacturing of plastics water pipe, PE (polyethylene pressure pipe)"
2038125012,326120,1.0,NAICS_2012_Code,"Manufacturing of plastics water pipe, PEX (crosslinked polyethylene)"
2038125015,326120,1.0,NAICS_2012_Code,"Manufacturing of plastics water pipe, other"
2038150000,326120,1.0,NAICS_2012_Code,"Manufacturing of plastics industrial and mining pipe (including chemical processing, food processing)"
2038150003,326120,1.0,NAICS_2012_Code,"Manufacturing of plastics industrial and mining pipe (including chemical processing, food processing), PVC (pressure pipe) Schedule 80"
2038150006,326120,1.0,NAICS_2012_Code,"Manufacturing of plastics industrial and mining pipe (including chemical processing, food processing), CPVC Schedule 80"
2038150009,326120,1.0,NAICS_2012_Code,"Manufacturing of plastics industrial and mining pipe (including chemical processing, food processing), fire sprinkler pipe, CPVC SDR 13.5"
2038150012,326120,1.0,NAICS_2012_Code,"Manufacturing of plastics industrial and mining pipe (including chemical processing, food processing), all other"
2038175000,326120,1.0,NAICS_2012_Code,Manufacturing of plastics oil and gas pipe
2038200000,326120,1.0,NAICS_2012_Code,Manufacturing of other plastics pipe
2038200003,326120,1.0,NAICS_2012_Code,Manufacturing of fiberglass piping
2038200006,326120,1.0,NAICS_2012_Code,Manufacturing of other plastics pipe
2038225000,326120,1.0,NAICS_2012_Code,Manufacturing of plastics pipe fittings and unions
2038225003,326120,1.0,NAICS_2012_Code,Manufacturing of PVC pipe fittings
2038225006,326120,1.0,NAICS_2012_Code,Manufacturing of CPVC pipe fittings
2038225009,326120,1.0,NAICS_2012_Code,Manufacturing of ABS pipe fittings
2038225012,326120,1.0,NAICS_2012_Code,Manufacturing of PE (polyethylene) pipe fittings
2038225015,326120,1.0,NAICS_2012_Code,Manufacturing of PEX (crosslinked polyethylene) or composite pipe fittings
2038225018,326120,1.0,NAICS_2012_Code,Manufacturing of all other plastics pipe fittings and unions
2038250000,331420,1.0,NAICS_2007_Code,Manufacturing of copper and copper-base alloy plumbing pipe and tube
2038275000,332996,1.0,NAICS_2012_Code,Manufacturing of fabricated iron and steel pipe and all other nonferrous fabricated pipe and pipe fittings
2038300000,33291A,1.0,NAICS_2012_Code,"Manufacturing of metal fittings, flanges, and unions for piping systems (iron, copper, copper alloy brass and bronze)"
2038325000,33291A,1.0,NAICS_2012_Code,"Manufacturing of cast and forged carbon, alloy, stainless steel, and other metal fittings, flanges, and unions"
2038325003,33291A,1.0,NAICS_2012_Code,Manufacturing of fire hose nozzles
2038325006,33291A,1.0,NAICS_2012_Code,"Manufacturing of all other cast and forged carbon, alloy, stainless steel, and other metal fittings, flanges, and unions, excluding fire hose nozzles and lawn sprinklers"
2038350000,33291A,1.0,NAICS_2012_Code,"Manufacturing of metal plumbing and heating valves, including specialties and parts"
2038375000,326190,1.0,NAICS_2012_Code,"Manufacturing of plastics plumbing fixtures, lavoratories, bathtubs (including wall surrounds when sold as units), shower stalls, hot tubs, spas, whirlpools, sinks, bidets, etc. made of fiberglass (FRP), PVC, ABS, and cultured marble"
2038400000,327100,1.0,NAICS_2007_Code,"Manufacturing of vitreous plumbing fixtures, vitreous china lavatories, and flush tanks, including all other plumbing accessories and earthenware"
2038425000,332999,1.0,NAICS_2007_Code,"Manufacturing of enameled iron and metal plumbing fixtures, including portable chemical toilets, water closet tanks, etc."
2038450000,332913,1.0,NAICS_2012_Code,"Manufacturing of metallic and nonmetallic single lever plumbing fixture controls, two- and three-handle bath and shower fittings, and antiscald bath or shower valves"
2038475000,332913,1.0,NAICS_2012_Code,"Manufacturing of metallic and nonmetallic lavatory and sink fittings (excluding single control), including drains and overflows"
2038500000,332913,1.0,NAICS_2012_Code,"Manufacturing of miscellaneous metallic and nonmetallic plumbing fixtures, fittings, and trim"
2038525000,333414,1.0,NAICS_2012_Code,"Manufacturing of cast iron, aluminum, and other nonferrous metal types of boilers, radiators, and convectors, including baseboard, finned tube, residential, and special types (excluding electric, automotive, and parts)"
2038550000,333414,1.0,NAICS_2012_Code,"Manufacturing of steel heating boilers (15 psi or less), and all other hot water heating boilers (excluding parts)"
2038575000,333415,1.0,NAICS_2012_Code,"Manufacturing of warm air furnaces, including duct furnaces and humidifiers, and electric comfort heating"
2038575003,333415,1.0,NAICS_2012_Code,"Manufacturing of warm air furnaces and humidifiers, oil, forced air, 150,000 Btuh bonnet output and under"
2038575006,333415,1.0,NAICS_2012_Code,"Manufacturing of warm air furnaces and humidifiers, oil, forced air, 150,001 Btuh bonnet output and over"
2038575009,333415,1.0,NAICS_2012_Code,"Manufacturing of warm air furnaces and humidifiers,  gas, forced air, 150,000 Btuh bonnet output and under"
2038575012,333415,1.0,NAICS_2012_Code,"Manufacturing of warm air furnaces and humidifiers,  gas, forced air, 150,001 Btuh bonnet output and over"
2038575015,333415,1.0,NAICS_2012_Code,Manufacturing of all other electric warm air furnaces
2038575018,333415,1.0,NAICS_2012_Code,"Manufacturing of humidifiers (attachments to warm air furnaces), all types, including central systems and self-contained (excluding portable humidifiers)"
2038600000,333415,1.0,NAICS_2012_Code,"Manufacturing of parts for warm air furnaces, including duct furnaces (excluding complete humidifiers)"
2038625000,333414,1.0,NAICS_2012_Code,"Manufacturing of floor and wall furnaces, unit heaters, gas-fired infrared heaters, and mechanical stokers"
2038625003,333414,1.0,NAICS_2012_Code,Manufacturing of floor and wall furnaces (gas and oil)
2038625006,333414,1.0,NAICS_2012_Code,"Manufacturing of gas-fired unit heaters, 400,000 Btu per hour or less"
2038625009,333414,1.0,NAICS_2012_Code,"Manufacturing of steam and hot water heating element, centrifugal fan-type (blower) and propeller fan-type unit heaters (excluding electric)"
2038625012,333414,1.0,NAICS_2012_Code,Manufacturing of gas-fired infrared heaters
2038625015,333414,1.0,NAICS_2012_Code,"Manufacturing of parts for floor and wall furnaces, unit heaters, gas-fired infrared heaters, and mechanical stokers"
2038650000,333414,1.0,NAICS_2012_Code,"Manufacturing of other heating system products, excluding industrial types (including parts for nonelectric heating equipment and oil burners)"
2038650003,333414,1.0,NAICS_2012_Code,Manufacturing of oil burners
2038650006,333414,1.0,NAICS_2012_Code,Manufacturing of parts and attachments for oil burners
2038650009,333414,1.0,NAICS_2012_Code,"Manufacturing of gas burners and gas conversion burners (including parts), 400,000 Btu per hour or less"
2038650012,333414,1.0,NAICS_2012_Code,"Manufacturing of gas burners and gas conversion burners (including parts), 400,001 Btu per hour or more"
2038650015,333414,1.0,NAICS_2012_Code,Manufacturing of parts and attachments for gas burners
2038650018,333414,1.0,NAICS_2012_Code,Manufacturing of heating unit ventilators (excluding electric)
2038650021,333414,1.0,NAICS_2012_Code,Manufacturing of solar energy collectors (water or air)
2038650024,333414,1.0,NAICS_2012_Code,Manufacturing of wall and baseboard heating units for permanent installation
2038650027,333414,1.0,NAICS_2012_Code,"Manufacturing of parts, accessories, and attachments for wall and baseboard heating units"
2038650031,333414,1.0,NAICS_2012_Code,"Manufacturing of other heating system products, boilers, expansion tanks, mechanical stokers, nonelectric prefabricated metal fireplaces, electric swimming pool heaters, and direct-fired water heater tanks (including parts)"
2038675000,332320,1.0,NAICS_2012_Code,"Manufacturing of sheet metal air-conditioning ducts (including dust collection ducts), stove pipe, furnace smoke pipe, and elbows"
2038700000,332320,1.0,NAICS_2012_Code,"Manufacturing of sheet metal roof ventilators, louvers, and dampers for heating, ventilation, and air conditioning"
2038700003,332320,1.0,NAICS_2012_Code,Manufacturing of steel and aluminum sheet metal roof ventilators
2038700006,332320,1.0,NAICS_2012_Code,"Manufacturing of steel sheet metal work for heating, ventilation, and air conditioning"
2038700009,332320,1.0,NAICS_2012_Code,"Manufacturing of aluminum sheet metal work for heating, ventilation, and air conditioning"
2038725000,332320,1.0,NAICS_2012_Code,Manufacturing of steel restaurant and hotel kitchen sheet metal equipment
2038750000,332320,1.0,NAICS_2012_Code,Manufacturing of aluminum and other sheet metal work
2038750003,332320,1.0,NAICS_2012_Code,Manufacturing of other steel sheet metal work
2038750006,332320,1.0,NAICS_2012_Code,Manufacturing of other aluminum sheet metal work
2038750009,332320,1.0,NAICS_2012_Code,Manufacturing of  aluminum restaurant and hotel kitchen sheet metal equipment
2038750012,332320,1.0,NAICS_2012_Code,Manufacturing of other sheet metal work (metals other than steel and aluminum)
2038775000,333413,1.0,NAICS_2007_Code,Manufacturing of power roof ventilators and parts
2038775003,333413,1.0,NAICS_2007_Code,"Manufacturing of axial- and propeller-type power roof ventilators, excluding parts"
2038775006,333413,1.0,NAICS_2007_Code,"Manufacturing of centrifugal-type power roof ventilators, excluding parts"
2038775009,333413,1.0,NAICS_2007_Code,Manufacturing of parts for power roof ventilators
2038800000,333413,1.0,NAICS_2007_Code,"Manufacturing of centrifugal blower-filter units, and classes I-IV centrifugal fans, excluding parts"
2038800003,333413,1.0,NAICS_2007_Code,Manufacturing of centrifugal classes I and II fans (more than 1 1/2 in. to 6 3/4 in. maximum total pressure)
2038800006,333413,1.0,NAICS_2007_Code,Manufacturing of centrifugal classes III and IV fans (more than 6 3/4 in. maximum total pressure)
2038800009,333413,1.0,NAICS_2007_Code,Manufacturing of centrifugal blower-filter units
2038825000,333415,1.0,NAICS_2012_Code,"Manufacturing of unitary air conditioners, excluding air source heat pumps"
2038825003,333415,1.0,NAICS_2012_Code,"Manufacturing of single package air conditioners, with or without evaporator fans (including refrigeration chassis and remote-condenser-type), horizontal, under 27,000 Btuh"
2038825006,333415,1.0,NAICS_2012_Code,"Manufacturing of single package air conditioners, with or without evaporator fans (including refrigeration chassis and remote-condenser-type), horizontal, 27,000 to 32,999 Btuh"
2038825009,333415,1.0,NAICS_2012_Code,"Manufacturing of single package air conditioners, with or without evaporator fans (including refrigeration chassis and remote-condenser-type), horizontal, 33,000 to 53,999 Btuh"
2038825012,333415,1.0,NAICS_2012_Code,"Manufacturing of single package air conditioners, with or without evaporator fans (including refrigeration chassis and remote-condenser-type), horizontal, 54,000 to 64,999 Btuh"
2038825015,333415,1.0,NAICS_2012_Code,"Manufacturing of single package air conditioners, with or without evaporator fans (including refrigeration chassis and remote-condenser-type), horizontal, 65,000 to 96,999 Btuh"
2038825018,333415,1.0,NAICS_2012_Code,"Manufacturing of single package air conditioners, with or without evaporator fans (including refrigeration chassis and remote-condenser-type), horizontal, 97,000 to 134,999 Btuh"
2038825021,333415,1.0,NAICS_2012_Code,"Manufacturing of single package air conditioners, with or without evaporator fans (including refrigeration chassis and remote-condenser-type), horizontal, 135,000 to 184,999  Btuh"
2038825024,333415,1.0,NAICS_2012_Code,"Manufacturing of single package air conditioners, with or without evaporator fans (including refrigeration chassis and remote-condenser-type), horizontal, 185,000 to 249,999  Btuh"
2038825027,333415,1.0,NAICS_2012_Code,"Manufacturing of single package air conditioners, with or without evaporator fans (including refrigeration chassis and remote-condenser-type),horizontal, 250,000 to 319,999 Btuh"
2038825031,333415,1.0,NAICS_2012_Code,"Manufacturing of single package air conditioners, with or without evaporator fans (including refrigeration chassis and remote-condenser-type),horizontal, 320,000 to 379,999  Btuh"
2038825033,333415,1.0,NAICS_2012_Code,"Manufacturing of single package air conditioners, with or without evaporator fans (including refrigeration chassis and remote-condenser-type),horizontal, 380,000 Btuh and over"
2038825036,333415,1.0,NAICS_2012_Code,"Manufacturing of single package air conditioners, with or without evaporator fans (including refrigeration chassis and remote-condenser-type), other than horizontal, 96,999 Btuh and over"
2038825039,333415,1.0,NAICS_2012_Code,"Manufacturing of year-round air conditioners, single package and remote-condenser types (excluding heat pumps), under 33,000 Btuh"
2038825042,333415,1.0,NAICS_2012_Code,"Manufacturing of year-round air conditioners, single package and remote-condenser types (excluding heat pumps), 33,000 to 38,999 Btuh"
2038825045,333415,1.0,NAICS_2012_Code,"Manufacturing of year-round air conditioners, single package and remote-condenser types (excluding heat pumps), 39,000 to 43,999 Btuh"
2038825048,333415,1.0,NAICS_2012_Code,"Manufacturing of year-round air conditioners, single package and remote-condenser types (excluding heat pumps), 44,000 to 53,999 Btuh"
2038825051,333415,1.0,NAICS_2012_Code,"Manufacturing of year-round air conditioners, single package and remote-condenser types (excluding heat pumps), 54,000 to 64,999 Btuh"
2038825054,333415,1.0,NAICS_2012_Code,"Manufacturing of year-round air conditioners, single package and remote-condenser types (excluding heat pumps), 65,000 to 134,999 Btuh"
2038825057,333415,1.0,NAICS_2012_Code,"Manufacturing of year-round air conditioners, single package and remote-condenser types (excluding heat pumps), 135,000 to 184,999 Btuh"
2038825061,333415,1.0,NAICS_2012_Code,"Manufacturing of year-round air conditioners, single package and remote-condenser types (excluding heat pumps), 185,000 to 249,999 Btuh"
2038825063,333415,1.0,NAICS_2012_Code,"Manufacturing of year-round air conditioners, single package and remote-condenser types (excluding heat pumps), 250,000 to 319,999 Btuh"
2038825066,333415,1.0,NAICS_2012_Code,"Manufacturing of year-round air conditioners, single package and remote-condenser types (excluding heat pumps), 320,000 to 379,999 Btuh"
2038825069,333415,1.0,NAICS_2012_Code,"Manufacturing of year-round air conditioners, single package and remote-condenser types (excluding heat pumps), 380,000 to 539,999 Btuh"
2038825072,333415,1.0,NAICS_2012_Code,"Manufacturing of year-round air conditioners, single package and remote-condenser types (excluding heat pumps), 540,000 to 639,999 Btuh"
2038825075,333415,1.0,NAICS_2012_Code,"Manufacturing of year-round air conditioners, single package and remote-condenser types (excluding heat pumps), 640,000 Btuh and over"
2038825078,333415,1.0,NAICS_2012_Code,Manufacturing of water source heat pumps (excluding room air conditioners)
2038825081,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, under 22,000 Btuh"
2038825084,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, 22,000 to 26,999 Btuh"
2038825087,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, 27,000 to 32,999 Btuh"
2038825091,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, 33,000 to 38,999 Btuh"
2038825093,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, 39,000 to 43,999 Btuh"
2038825096,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, 44,000 to 53,999 Btuh"
2038825099,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, 54,000 to 64,999 Btuh"
2038825102,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, 65,000 to 96,999 Btuh"
2038825105,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, 97,000 to 134,999 Btuh"
2038825108,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, 135,000 to 184,999 Btuh"
2038825111,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, 185,000 to 249,999 Btuh"
2038825114,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, 250,000 to 319,999 Btuh"
2038825117,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, 320,000 to 379,999 Btuh"
2038825121,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, 380,000 to 539,999 Btuh"
2038825123,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing units, 540,000 and over"
2038825126,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing coils, with blower"
2038825129,333415,1.0,NAICS_2012_Code,"Manufacturing of split system air-conditioning condensing coils, without blower"
2038825132,333415,1.0,NAICS_2012_Code,"Manufacturing of other unitary air conditioners, including recreational vehicle types, excluding any source of heat pumps"
2038850000,333415,1.0,NAICS_2012_Code,"Manufacturing of air-source heat pumps, excluding room air conditioners"
2038850003,333415,1.0,NAICS_2012_Code,"Manufacturing of air-source heat pumps (excluding room air conditioners), single package, under 27,000 Btuh"
2038850006,333415,1.0,NAICS_2012_Code,"Manufacturing of air-source heat pumps (excluding room air conditioners), single package, 27,000 to 41,999 Btuh"
2038850009,333415,1.0,NAICS_2012_Code,"Manufacturing of air-source heat pumps (excluding room air conditioners), single package, 42,000 to 64,999 Btuh"
2038850012,333415,1.0,NAICS_2012_Code,"Manufacturing of air-source heat pumps (excluding room air conditioners), single package, 65,000 Btuh and over"
2038850015,333415,1.0,NAICS_2012_Code,"Manufacturing of air-source heat pumps (excluding room air conditioners), split system, under 27,000 Btuh"
2038850018,333415,1.0,NAICS_2012_Code,"Manufacturing of air-source heat pumps (excluding room air conditioners), split system, 27,000 to 41,999 Btuh"
2038850021,333415,1.0,NAICS_2012_Code,"Manufacturing of air-source heat pumps (excluding room air conditioners), split system, 42,000 to 64,999 Btuh"
2038850024,333415,1.0,NAICS_2012_Code,"Manufacturing of air-source heat pumps (excluding room air conditioners), split system, 65,000 Btuh and over"
2038875000,333415,1.0,NAICS_2012_Code,Manufacturing of ground- and ground-water-source heat pumps
2038900000,333415,1.0,NAICS_2012_Code,"Manufacturing of refrigeration condensing units, all refrigerants, excluding ammonia (complete)"
2038900003,333415,1.0,NAICS_2012_Code,"Manufacturing of condensing units, refrigeration (complete), air-cooled hermetic-type, 1 hp and under, excluding ammonia (complete)"
2038900006,333415,1.0,NAICS_2012_Code,"Manufacturing of condensing units, refrigeration (complete), air-cooled hermetic-type, 1.5 hp, excluding ammonia (complete)"
2038900009,333415,1.0,NAICS_2012_Code,"Manufacturing of condensing units, refrigeration (complete), air-cooled hermetic-type, 2 hp and 2.5 hp, excluding ammonia (complete)"
2038900012,333415,1.0,NAICS_2012_Code,"Manufacturing of condensing units, refrigeration (complete), air-cooled hermetic-type, 3 hp, excluding ammonia (complete)"
2038900015,333415,1.0,NAICS_2012_Code,"Manufacturing of condensing units, refrigeration (complete), air-cooled hermetic-type, over 3 hp but under 15 hp, excluding ammonia (complete)"
2038900018,333415,1.0,NAICS_2012_Code,"Manufacturing of condensing units, refrigeration (complete), water-cooled hermetic-type, under 15 hp, excluding ammonia (complete)"
2038900021,333415,1.0,NAICS_2012_Code,"Manufacturing of condensing units, refrigeration (complete), water- or air-cooled hermetic-type, 15 hp, excluding ammonia (complete)"
2038900024,333415,1.0,NAICS_2012_Code,"Manufacturing of condensing units, refrigeration (complete), water- or air-cooled hermetic-type, 20 hp, excluding ammonia (complete)"
2038900027,333415,1.0,NAICS_2012_Code,"Manufacturing of condensing units, refrigeration (complete), water- or air-cooled hermetic-type, 25 hp, excluding ammonia (complete)"
2038900031,333415,1.0,NAICS_2012_Code,"Manufacturing of condensing units, refrigeration (complete), water- or air-cooled hermetic-type, 30 hp, excluding ammonia (complete)"
2038900033,333415,1.0,NAICS_2012_Code,"Manufacturing of condensing units, refrigeration (complete), water- or air-cooled hermetic-type, 40 hp and over, excluding ammonia (complete)"
2038900036,333415,1.0,NAICS_2012_Code,"Manufacturing of condensing units, refrigeration (complete), water- or air-cooled open-type (all sizes), excluding ammonia (complete)"
2038900039,333415,1.0,NAICS_2012_Code,"Manufacturing of other refrigeration condensing units (complete), excluding ammonia (complete)"
2038925000,333415,1.0,NAICS_2012_Code,Manufacturing of evaporative air coolers
2038950000,333415,1.0,NAICS_2012_Code,"Manufacturing of compressors and compressor units, all refrigerants, excluding automotives"
2038950003,333415,1.0,NAICS_2012_Code,"Manufacturing of compressors and compressor units, all refrigerants (excluding ammonia), hermetic-type motor compressors, under 10 hp, excluding automotive"
2038950006,333415,1.0,NAICS_2012_Code,"Manufacturing of compressors and compressor units, all refrigerants (excluding ammonia), hermetic-type motor compressors, 15 hp, excluding automotive"
2038950009,333415,1.0,NAICS_2012_Code,"Manufacturing of compressors and compressor units, all refrigerants (excluding ammonia), hermetic-type motor compressors, 20 hp, excluding automotive"
2038950012,333415,1.0,NAICS_2012_Code,"Manufacturing of compressors and compressor units, all refrigerants (excluding ammonia), hermetic-type motor compressors, 25 hp, excluding automotive"
